"date","삼성전자_ema5","kospi_ema20diffn","kospi_ema50diffn","LS.ELECTRIC_ema5","인프라_ema20diffn","인프라_ema50diffn","SK하이닉스_ema5","반도체_ema20diffn","반도체_ema50diffn","로보티즈_ema5","로봇_ema20diffn","로봇_ema50diffn","에이비엘바이오_ema5","바이오_ema20diffn","바이오_ema50diffn","한화오션_ema5","조선_ema20diffn","조선_ema50diffn","한화에어로스페이스_ema5","방산_ema20diffn","방산_ema50diffn","비에이치아이_ema5","원자력_ema20diffn","원자력_ema50diffn","KB금융_ema5","금융지주_ema20diffn","금융지주_ema50diffn","미래에셋증권_ema5","증권_ema20diffn","증권_ema50diffn","현대차_ema5","자동차_ema20diffn","자동차_ema50diffn","삼성SDI_ema5","이차전지_ema20diffn","이차전지_ema50diffn","OCI홀딩스_ema5","태양광_ema20diffn","태양광_ema50diffn","대우건설_ema5","건설_ema20diffn","건설_ema50diffn","에이피알_ema5","뷰티_ema20diffn","뷰티_ema50diffn"
2025-09-18,1.4020959469198,4.63167885183059,7.55739679913165,1.74209567003349,4.40483302097921,9.16610489693433,1.73705766666667,10.9356182521512,14.9028548530217,3.79830200759471,5.61145825759223,6.7764529629229,3.23937142413294,1.61470947287958,5.17289724309508,2.67774433948568,0.507698413988606,6.20199559461641,2.68478758480596,3.90048974792562,7.67064865873209,3.13188422330263,-2.7330153880223,NA,1.37367522718254,3.42350067720826,6.33378975976778,2.74182538881054,7.2166762173842,10.6835490360977,1.02195922470517,1.7340123076472,4.17750097084917,0.833932584982603,0.417379963675179,0.761965569914044,1.42513167447433,3.49136456057141,5.92289934142174,1.165932933748,1.7340123076472,4.17750097084917,4.01806651396598,-0.179638076937097,0.313204269516783
2025-09-19,1.41654990405078,3.71925855054383,6.77589122158328,1.73753895625023,3.46608321238928,8.28271972490321,1.76882120851564,10.4878933445511,14.920871293985,3.89836784372077,6.1136247340767,7.59789960827975,3.2160472517899,4.71687452886226,8.30254669182895,2.67205955512125,-0.112416225074925,5.38636466996144,2.69269739533705,5.03961835873204,8.91104525053075,3.08678749393341,-3.01744749725081,NA,1.37196080469783,3.36585184600001,6.36183493626316,2.74656202875839,6.19773197528277,9.92556866936761,1.02107388363898,0.135487606511227,2.52939201905051,0.83547938689017,-0.865888916631338,-0.583862502914452,1.42826124650959,1.95274367373715,4.44210661369225,1.16298214409335,0.135487606511227,2.52939201905051,4.00862954794309,-0.218290205522867,0.241999873029508
2025-09-22,1.44538664350215,3.95879031434782,7.12066447590989,1.71456872745548,3.03599125660065,7.8570250754114,1.78226547568832,10.5823307555331,15.4392229905524,4.29049001325092,5.768650780958,7.5479273659567,3.30443008685704,6.05963918467645,9.80829524350616,2.65866431986605,-0.662507783356848,4.61232218093109,2.69620724492522,3.20299382116,7.17966210278986,3.06763956154954,-2.23613268969279,NA,1.37081785637469,3.2536759613279,6.32677496578008,2.74354032645525,5.73301722900827,9.66435154134277,1.02283770522573,1.92589924725061,4.29927090176674,0.840611189583423,-0.955503029813437,-0.743189813443709,1.41550941228153,1.63894471055985,4.13561453153895,1.15790033305005,1.92589924725061,4.29927090176674,4.06096573664403,0.740978941727309,1.22452226563839
2025-09-23,1.47181142448125,4.2176926120585,7.49449666961378,1.69925524159231,2.57073641635859,7.37118729544968,1.80840927023301,10.6793268871542,15.9432841682271,4.76394118572569,5.49619214832521,7.54046177263705,3.3590661095494,6.10311931790146,10.0563736202661,2.65693819728843,-0.345466687095989,4.68698509724324,2.68267692775771,2.60411484530938,6.59889967241039,3.09744883335651,-1.00509297503134,NA,1.36420246071588,2.13164587907021,5.24361677548891,2.70650898644971,3.16349654739421,7.2261577274927,1.02558295225972,1.92657510577192,4.32143502903508,0.84744955923021,-0.407513656994867,-0.2297800667851,1.40940145004102,1.99284520080789,4.50125590649793,1.15347425304112,1.92657510577192,4.32143502903508,4.05265731903974,-1.17090192683457,-0.769297330869525
2025-09-24,1.49362811314071,3.38306747045468,6.75657567273951,1.67670713411797,0.414647074812089,5.15252049466238,1.81982513417912,9.71739241599681,15.3731650651797,4.96766728854768,2.8585374071774,5.04820434749247,3.29798664241041,1.71794505530132,5.79261384767709,2.65658789715437,0.706528850107181,5.53110401844812,2.72126736699159,4.45649170614657,8.47907833283959,3.13915478895237,0.458818729728448,NA,1.35940196826934,0.31754974597273,3.38154554821666,2.64886429434805,0.172708154882585,4.20656489818601,1.02505906798482,1.37337051772412,3.76894005374799,0.845857570195755,-2.10569888048684,-2.06205398733651,1.39336317232297,-0.117854839054715,2.33709746848859,1.1463707091149,1.37337051772412,3.76894005374799,4.04403271610795,-1.97847703837209,-1.7112536671366
2025-09-25,1.51237274025373,3.01231998816354,6.44185528690363,1.64648845705439,-1.10058965284978,3.45789434634207,1.8257176151669,8.48421177844824,14.4639980761217,5.03044991610665,2.83633812410728,5.1097752247237,3.19833632155551,-1.15040063644606,2.81232363520147,2.64834988122146,0.337476280012806,5.00931910719921,2.73817753931809,3.50988633423681,7.61540097320309,3.11346764542446,-1.43544819834923,NA,1.35229935323162,-0.348273661770335,2.59474638079398,2.60631485810137,-0.985825771488714,2.87780603918843,1.02392512881348,0.6436899889785,3.0006197387877,0.851630579875355,0.335436231752163,0.397122566086017,1.38267098717759,-0.559677923114736,1.77614363316484,1.14111591017405,0.6436899889785,3.0006197387877,4.07531087516717,-1.99315244241607,-1.85925827118666
2025-09-26,1.5080684863022,0.616818959194558,4.02923430170294,1.61590188112319,-3.28536282677949,1.00055574430689,1.79528403629962,4.58773694440172,10.831392363957,5.10882238830715,0.124266800591824,2.3769185634118,3.12011663909979,-1.98887419400457,1.73473952492535,2.62204621607299,-2.18466152661589,2.29264869543236,2.74592427267065,1.39829297040733,5.50969346837554,3.12690923388689,-2.62312318161591,NA,1.34132061775575,-1.61305034871813,1.15510113110186,2.58618785029474,-2.26001652588303,1.36774370616131,1.01924575442556,-1.5800077372613,0.641132634308871,0.844544315870977,-2.35204415119529,-2.43666891081006,1.35543947489037,-3.2926818555643,-1.18361396540246,1.13086437200972,-1.5800077372613,0.641132634308871,4.10541995479342,-1.8033284002812,-1.78634618212052
2025-09-29,1.51059919967649,1.85593948230496,5.20213069701805,1.59835831901752,-2.40542827944498,1.53848521261136,1.79647117092505,5.92297296734809,12.1653779368947,5.2947973714884,1.88257716245704,4.12106093808428,3.07975631934843,0.378322357337004,3.89490353116368,2.60451043930734,-1.54684627125036,2.63910729003285,2.76431394231649,2.22119057040489,6.26656102870329,3.10312063127502,-2.37330192622392,NA,1.34570832099193,-0.19559532434586,2.41532878058379,2.63044474521111,0.73853025181229,4.16490069761981,1.01691085448835,-0.414429385332813,1.67037567978476,0.844604174859856,-1.59752557725361,-1.77728392176309,1.32962669951527,-2.49983524288401,-0.638656043752201,1.12766373416374,-0.414429385332813,1.67037567978476,4.25817596262127,1.17658098221559,1.26525309601852
2025-09-30,1.51048626992313,1.47963950487451,4.79345072714838,1.6056458677146,-0.737292208169224,2.94745189271667,1.79468545154425,5.53620803331696,11.8641170570611,5.4744438107438,1.53330246915655,3.78306203950768,3.04320623797128,0.311892365299435,3.71102013555627,2.61923471374725,1.77354600090325,5.76626242250806,2.81889430046163,3.92866253463479,7.97434103922905,3.0992697721156,-2.69504634345454,NA,1.34785299913472,-1.40769959965659,1.04772782839316,2.63317175304307,-0.655292225955188,2.64464910944828,1.01535425453021,-0.918513811322648,1.03964432009766,0.843277213711929,-2.33151367840136,-2.65025378060136,1.30954626990468,-1.48500951203011,0.196253837595159,1.12345356363961,-0.918513811322648,1.03964432009766,4.38161290620896,1.25493686255632,1.41765527653261
2025-10-01,1.52301148744105,2.03433158291808,5.3193080685278,1.61904669905805,0.515209007945028,4.04143184600417,1.81497115916067,6.29505086937503,12.6731055973047,5.63414033978596,1.25914962113163,3.50175787628114,3.04669765484381,1.1856340949065,4.49216380499716,2.62985134495821,2.7514770144357,6.70848307672565,2.84822777616151,4.06994276892478,8.18592631404872,3.14146040351133,-0.674174647822066,NA,1.35240461395526,-1.43782377900497,0.83650483102412,2.62057101297152,-1.75794622187487,1.34429566547133,1.01510120421286,-1.06575925350726,0.754453498516368,0.84102570580613,-2.16900537094651,-2.60974653865671,1.27892784066784,-1.09704723797615,0.446018486914162,1.12531871020049,-1.06575925350726,0.754453498516368,4.53178867490373,0.835434790935959,1.04402674114877
