"date","건설_idx","로봇2_idx","SW_idx","optic_idx","로봇_idx","태양광_idx","이차전지_idx","전선_idx","스페이스1_idx","원전_idx","방산_idx","자동차_idx","반도체장비_idx","증권_idx","강관_idx","반도체소재_idx","조선_idx","전공정_idx","인프라_idx","지주_idx","mem_idx","후공정_idx","전자부품_idx"
2026-07-20,91.5730261259358,73.6421072996689,96.3317227531409,78.0730426893328,74.6974236544801,89.545670947791,75.8407471814467,85.965648501543,75.9425672848275,76.6224254870435,84.1445371761767,81.4970039325027,95.3945627770164,97.5213702802254,80.8874930457393,86.3390563993664,79.3131587336141,97.5579170893075,75.3363083449922,80.1976968737008,75.4258601946697,78.4868021886079,70.7729894737024
2026-07-21,93.0869879602242,77.5538329625764,98.2457193720535,79.819566046432,78.837365150852,91.0308242907362,76.2472347698944,90.7618668251599,75.5808065764832,77.9754950700566,84.7248161228077,82.6220214232098,97.4480581214073,98.0412255693436,80.8060365696179,85.4603814068818,81.8907161570805,95.9413837844645,77.8827000390111,81.8185629348517,78.8645182466408,79.6057459272068,72.3172235767995
2026-07-22,98.2654221053647,88.9347302362226,101.963127874191,81.7676095298602,86.3261556339081,90.9990245824497,77.3793546241392,96.2858761457621,76.6352313336378,81.4745169176329,86.7609034356501,86.9700235650855,91.689796829956,97.0038316246367,82.4066262839116,85.310206263289,86.1835252743558,91.0153891973718,79.5345862606477,86.3964718586985,78.6883655756645,76.5327041951913,71.4138553088565
2026-07-23,109.875304804672,90.2812621234353,110.391591482987,86.0642609620694,89.7863219693734,108.860055270435,85.848347092133,108.923422237731,83.3708468080128,88.0392971785142,94.4614677247724,90.6415024367697,93.0039136588498,100.41552575182,90.5698399153513,89.8332794162882,91.8352938821665,91.3804808414401,88.0299577429853,90.9025049411109,82.3973042727663,78.4001157572014,74.8531195942222
2026-07-24,103.745947988175,79.4003095730138,107.18491291142,76.6138756468125,78.4380815217931,104.566345507975,79.3861196773232,99.1260201452285,76.5131682594707,86.8338849237527,92.9501543126242,83.6386480212306,86.0875140261106,95.959460653775,90.3811713100467,83.4492404005711,90.6796753833321,81.3659699624601,81.9726545373579,87.6841249904354,75.0584289237425,70.1818781051839,68.0542522202868
2026-07-27,102.74642901065,84.5661233539222,110.425703828455,77.237563115281,83.5803592048707,89.6168467892036,79.0675162178418,98.3249313188958,75.9011026725649,85.2783921332426,83.7098630624001,83.8100856283588,87.4468404963674,96.2788862614381,87.8552289227427,84.6159430737628,89.7294389538893,85.905227459936,80.494421057673,85.9011063978271,77.1472329693002,72.4104685312586,67.8338179358231
2026-07-28,92.1721870782953,77.8758064946949,100.967829146935,68.1570553760379,76.5522166554768,79.4150519542865,70.9183141565314,88.4561771897823,68.0525757901837,77.5169216383002,80.0110576653188,76.913225778923,76.6649862314879,87.9477585709001,82.4794953061689,74.3201710891309,79.9650899669154,73.6035640600064,70.8892887982128,77.2567039035723,66.5185625728796,61.4319500690555,56.7598220679066
2026-07-29,82.389662842778,82.0864943517087,98.2443230968322,60.4711392641165,77.896485370052,73.1710816257898,65.6899703093303,74.5410138297139,60.6092276765684,71.0552312758256,72.0365657789839,75.6962851321531,69.3934770049076,82.7748516776668,77.926596672413,67.8773376737633,73.5026794143817,67.8919270788027,62.2689194720567,73.0898052751929,61.893513076083,55.3932634190337,50.2962623785187
2026-07-30,82.798571449719,74.0099551108815,98.0966924087895,57.3080786144067,70.4322802698692,74.6363722802324,66.9965798461904,69.1813474666349,58.4103232613347,69.0603404128001,73.7786718627828,74.7005660679175,66.0671644239923,82.9826840053585,79.4514188095708,66.732550857464,75.7084170586583,61.3914387791167,58.9790876542063,72.1762767192505,59.5750960639274,52.5321582405059,47.2779099905466
2026-07-31,89.4782775369278,88.0778790148218,102.493459337586,68.6016697844456,79.4701679974295,81.8456343022698,73.961604985339,83.6466323278937,67.3532757655299,78.502881914988,80.8588060808481,81.4521620127188,80.8693992388781,92.9173157418999,83.3901124512953,77.3427365662252,79.8237648562292,77.3337439160023,70.7116465761451,81.2817783711468,76.2484060363793,63.2052925088785,59.8942096532613
2026-08-03,92.4386604408826,98.9179009167222,102.061157097863,73.4856654872724,85.1656292899921,83.9767648426789,75.493321085504,84.7931236475988,71.1100194803769,80.3402447640436,80.1165612320201,83.8847507559504,79.8198453616894,88.6934754346293,83.5759714433643,76.8950061791764,78.6737271851933,77.4704916139486,71.7360462128489,80.1217499404177,71.3111339474649,63.8211348573867,61.1826586530937
2026-08-04,103.360603980526,104.374216182794,109.684723343918,85.2755253796253,88.5993477634894,91.202815631505,81.7509677537091,90.569170449848,81.2621096486914,88.2919117516721,87.4879622163467,83.7947808950296,82.0350977612581,90.8360444868872,87.1748185531193,79.6070849717479,82.9087642810914,81.0470376056744,75.7398790308605,81.1028611708462,72.3573686899039,66.4531867313022,60.0812249141202
2026-08-05,109.953584139684,107.196667531786,112.056067729124,104.085085494574,92.8084778282214,98.5574520162901,83.0112267824099,99.8017477696959,79.9663759334701,92.4039235582007,91.8019185004495,87.2208471150224,85.2786115098037,93.3682687395929,89.9838373554104,83.7324049064586,89.4667466993497,83.9217742983412,82.6825964642463,84.2623628816495,75.8985512717177,68.583396660041,66.1848454815873
2026-08-06,112.95546374422,103.922361102103,111.527781894045,99.2637534590393,91.4819142467866,98.1830277122127,85.1278958296053,95.1443373205002,81.0135867986037,93.8659849097549,92.143525658179,87.6580597743881,80.4962698978312,92.2096404361893,90.0788283358549,83.7430537506539,86.7504328687417,79.7753135940266,78.9811409361253,81.224848464589,71.2282437300182,67.4573421031971,60.8267469819618
2026-08-07,110.601811791273,99.7324645884646,108.478623013685,106.47985191524,90.2461755616736,102.971739673282,92.2288815523335,92.4529859431863,87.6628539037493,91.9782731554953,93.5514073797044,85.964311144491,78.0503339538253,88.4553665581123,90.8213354202791,83.8473581519782,85.7111374559902,78.4139067439139,79.0266113539905,81.9142802311482,70.5555619619791,66.1663888950155,61.9061735377719
2026-08-10,115.475351101902,107.360566269977,107.648936271505,118.692854445175,94.8942057954216,103.849414143329,101.175122856485,98.7683027537995,96.5114018926314,95.4398963346545,97.9479004788839,88.6894676405578,84.9069071725324,92.5938150001708,94.6106195274825,91.8172193745645,91.1729796016686,86.0119666277364,83.8339472157961,82.6775939165377,73.4651859884218,71.2127853890051,64.6847501880398
2026-08-11,115.822922309303,107.283433337918,110.96704348999,111.382225839255,93.1689604440238,103.348000226442,97.4752465120752,96.9263758212898,95.7265454577484,94.2706293462121,91.9295513298211,87.9392932841173,88.9143027410063,92.8461726292041,94.9533968668041,94.746090042445,87.2341947834932,90.9345649725191,82.1279580575887,82.489548925128,75.9017901549262,74.5109464848773,63.7132467922406
2026-08-12,117.42933717066,107.980958091475,110.617648539785,111.759867291957,97.4081183596834,101.554484556274,99.7591184050328,102.639072610359,98.1947465587163,96.0205429571757,95.7009735668881,88.6403938744731,91.8674046166734,93.8239065236784,92.67630182766,95.6895130659266,88.4031656654941,91.3967561306383,87.1486878803387,85.2313210673318,77.9263539120178,79.9782369020637,67.4793722387007
2026-08-13,118.420934920474,108.58996397612,113.490539653811,109.746754954491,99.4540238541949,105.671572625042,101.995947055855,101.545663533464,101.535036009483,96.3098412917437,98.3743552112,91.1033186679863,92.8617038122479,94.3176543445245,93.128952448785,94.1849197816778,89.9404866666494,91.8285321810694,88.2501292759681,85.7502685150879,80.3084577582756,80.4073903780622,70.7712241998427
2026-08-14,118.134982322344,117.503733054498,117.06486879672,105.504454617785,105.085182404847,104.870903463277,104.68357824565,100.584771408378,99.8563122634777,99.6671755183174,97.6953304474446,97.5060155859062,95.8033567156647,95.2172211723124,92.977412978392,92.3569601238298,91.7485046688989,91.334968993804,87.656672191259,87.6328948553872,80.7701245029757,79.9928764491426,73.4119970646551

