"date","건설_idx","SW_idx","태양광_idx","이차전지_idx","로봇2_idx","optic_idx","로봇_idx","원전_idx","전선_idx","방산_idx","스페이스1_idx","반도체소재_idx","자동차_idx","반도체장비_idx","전공정_idx","증권_idx","조선_idx","강관_idx","인프라_idx","지주_idx","후공정_idx","mem_idx","전자부품_idx"
2026-06-23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2026-06-24,101.269076964505,99.5058333375432,98.5635336681592,102.001595580129,103.253451739586,102.285463301488,101.516163521933,101.641248191359,98.9896736499085,101.391324471462,101.475397135499,99.1122484788395,99.1964467169396,102.713878639877,101.908447662661,98.7588752664924,101.034835684785,99.8031762134551,97.8302438074532,100.912736335862,98.0020950546529,104.937321389115,97.1610834801562
2026-06-25,100.579017720316,99.9409709652448,98.4649368976186,97.3452913973573,99.0313235908664,97.710759951497,99.5205853326502,98.4651774608072,93.1883924980571,97.5724293595913,93.2421041852832,97.3734172554864,98.6352846563249,99.3715753731206,101.77215405043,103.040725388178,99.7070363942059,96.0626996320161,97.4324878716531,106.217439595193,91.5654755698272,110.856504589412,96.9978858683074
2026-06-26,95.5446761173195,98.4168383224419,90.6671337666657,90.9309901672856,91.5333449885592,90.237563740695,92.2138523908251,90.7885533381682,89.9945248189202,92.7623202006449,87.95089258801,95.444257974498,93.7801611402342,100.972659665527,105.318173225281,95.8320829558097,94.9787633321544,91.2718216515395,90.5110164465944,101.015308094314,90.6241268778059,103.138524786263,94.646452476374
2026-06-29,105.483298554346,102.362903611589,103.06680529354,107.006933612364,102.472788189406,95.4573119757001,98.2599671417249,101.059769300425,97.4934420930593,98.0912825600257,97.8493454951133,101.943741998339,98.0592752667692,103.944318659615,108.180386474787,103.118841626,102.186938351,98.3117101207407,96.8261478834067,101.182205131768,92.065410841793,99.6140455435999,95.0494376689523
2026-06-30,103.459482278167,99.2653650585409,103.14566849878,100.342707670483,102.056545637073,92.7471153493665,101.133381509823,99.1538990633044,104.072884217067,94.2311347927372,103.688813084186,104.441987323721,97.0073539427289,116.14153386102,118.580052695592,104.15543997727,98.557533928474,93.5428347787196,102.193507902587,101.417229989231,94.3430875119544,102.481014073517,101.611911790181
2026-07-01,112.716504848975,100.167102401079,111.855032663127,97.4632168984365,102.260757417312,97.657496554345,98.1202622985808,104.686169799511,126.204142655578,100.526130195847,114.079476149545,106.921244387387,96.7988374026841,120.711142101224,127.34357002128,106.010950982409,104.973769097822,97.1645019628439,110.780141378029,100.605063364529,98.2727935292003,98.966502217966,105.178717415749
2026-07-02,108.274051300446,101.005476098748,102.996622885802,91.9938427862862,92.6128044816025,84.8637334180404,92.1774267346551,99.5333135475269,115.575333568054,100.045800865258,100.241844312061,95.0442923188254,95.1952922618135,109.611617503814,111.159667457669,101.168799305358,100.272422049806,91.9373518187548,102.629542051114,95.3994565188576,85.4884942965138,87.9991993215538,94.8166035175796
2026-07-03,106.693192571184,99.6077692292072,99.042197324824,91.7472621455677,94.4031957262662,86.8126011308149,92.1125304348237,98.5079554404971,115.772597336116,102.149529892969,102.877056106063,94.0505130289984,96.6673029873122,108.857144926866,107.567053566526,108.84629161076,101.352492465826,91.426949973771,98.4089274318996,96.7338064293213,88.075995457111,95.0119809686623,92.9039402185562
2026-07-06,109.516240147067,99.4499016586912,94.4099378095799,89.1119453260528,93.1715605655752,81.3607173495914,90.2198594073273,97.4774441595511,114.62651991084,102.91203904514,100.97306691184,92.0822693692209,97.8793272795158,102.804238230045,100.892272567477,113.034318389759,102.391423775539,90.5861172929344,93.7465911614341,97.7787319811134,85.6189729252982,94.954282166894,87.597386744452
2026-07-07,106.931647309611,100.626521522306,93.4210773879001,87.0638684162938,88.7847296796745,78.4417312057601,88.2025252709568,92.971294057569,105.067756628234,98.2902626113241,91.3621669132718,89.5301867304397,94.3540009320599,96.6610370884585,93.5185185217274,109.134515204427,92.4403334381505,88.5947027638594,88.646432489543,92.8401287640842,82.5856514386704,88.5816041208829,81.7669390194789
2026-07-08,98.7836239989881,97.7936788085358,86.567389210561,80.5342223728791,81.0321331762651,73.1022513380204,84.8309988709193,85.2831909544887,94.8738398737702,90.2513913948812,83.0183641123999,83.9248844058535,91.1295164226206,89.7816169224391,88.2324065551034,104.749316542038,85.9483360136252,84.6330430728636,80.9319051871629,86.8342477309866,77.8420706915157,82.7788532571882,74.1253226716401
2026-07-09,100.040719306253,96.0070137014134,88.6333681563582,79.9915141102086,84.4258745057104,75.786989570901,84.6729622186106,84.8838249272174,93.5217217059083,88.6687536017929,84.0065896632758,86.0084347791163,88.3755304135434,90.3048222341649,93.1534457654069,100.545200196014,83.4610267174296,84.3209178938543,81.898772294945,84.909491621731,81.4965964428811,84.2539560185996,76.3762037349953
2026-07-10,106.236795641826,100.130340879079,93.3398077285742,87.5516766323571,89.1533271676908,90.2124332112747,88.1766018603041,91.0527933792286,103.584236711784,93.5160855851787,92.6271746123581,92.5934103110592,90.6124049779722,104.315616371975,107.503115536877,107.361405614711,88.817069926618,87.5650342043639,86.5517557528641,90.4876552769889,92.0402776704596,88.4060399728981,79.970936081818
2026-07-13,98.9989097765932,97.2242034081447,96.12113468804,88.3692018864102,83.3084661025825,83.3680396799124,83.7112531289633,86.454917434989,98.7439796681268,89.4257411896837,83.923241832713,91.6259156778887,88.6511301297537,98.3362199891305,104.143010860078,104.452846848217,85.1834373018683,85.2925629128373,79.0968819061399,84.7788869762252,86.3888149974068,77.8578730346843,71.2086319520952
2026-07-14,96.4251820020933,95.8394648030976,88.7267171511389,81.3486632071545,79.9316968039413,83.1673169471829,81.2360665023596,83.370054435949,98.9663316437829,85.9672321978584,81.6541846291877,88.4476268036587,84.7022256745472,101.326094292475,115.912906068728,98.8683040204528,81.0226885353797,83.3214309592893,79.9221653592112,82.1157604095173,85.5120448119853,79.0507655603004,70.1939081669327
2026-07-15,100.111595145848,98.5239321091211,94.9578365120766,86.1703189279017,85.3610086345783,92.5488644774666,87.2103189453195,85.201054762798,103.363801409015,90.0146625147536,85.6421351116041,93.2200635581218,88.0131128216655,108.166449620885,119.041544920404,105.790147372319,85.0189243714951,85.2429096601158,83.9946651795644,86.3245808544706,90.6282449663647,86.7196368589283,81.491344915548
2026-07-16,95.5229047174725,100.610249618899,89.1045683646179,83.3738635394591,78.9010080360435,82.8752834991876,79.4173348701888,82.1154616278946,94.8010772185504,89.4217269511065,80.4036739406533,89.4383275081785,85.4918420710912,103.508265088602,109.104622685343,103.273888848079,85.730361817025,84.1732179767002,80.0503925829472,84.3502444871881,84.6559425681643,78.3018092734723,76.0244600459787
2026-07-20,91.5730261259358,96.3317227531409,89.545670947791,75.8407471814467,73.6421072996689,78.0730426893328,74.6974236544801,76.6224254870435,85.965648501543,84.1445371761767,75.9425672848275,86.3390563993664,81.4970039325027,95.3945627770164,97.5579170893075,97.5213702802254,79.3131587336141,80.8874930457393,75.3363083449922,80.1976968737008,78.4868021886079,75.4258601946697,70.7729894737024
2026-07-21,93.0869879602242,98.2457193720535,91.0308242907362,76.2472347698944,77.5538329625764,79.819566046432,78.837365150852,77.9754950700566,90.7618668251599,84.7248161228077,75.5808065764832,85.4603814068818,82.6220214232098,97.4480581214073,95.9413837844645,98.0412255693436,81.8907161570805,80.8060365696179,77.8827000390111,81.8185629348517,79.6057459272068,78.8645182466408,72.3172235767995
2026-07-22,98.2654221053647,101.963127874191,90.9990245824497,77.3793546241392,88.9347302362226,81.7676095298602,86.3261556339081,81.4745169176329,96.2858761457621,86.7609034356501,76.6352313336378,85.310206263289,86.9700235650855,91.689796829956,91.0153891973718,97.0038316246367,86.1835252743558,82.4066262839116,79.5345862606477,86.3964718586985,76.5327041951913,78.6883655756645,71.4138553088565
2026-07-23,109.875304804672,110.391591482987,108.860055270435,85.848347092133,90.2812621234353,86.0642609620694,89.7863219693734,88.0392971785142,108.923422237731,94.4614677247724,83.3708468080128,89.8332794162882,90.6415024367697,93.0039136588498,91.3804808414401,100.41552575182,91.8352938821665,90.5698399153513,88.0299577429853,90.9025049411109,78.4001157572014,82.3973042727663,74.8531195942222
2026-07-24,103.745947988175,107.18491291142,104.566345507975,79.3861196773232,79.4003095730138,76.6138756468125,78.4380815217931,86.8338849237527,99.1260201452285,92.9501543126242,76.5131682594707,83.4492404005711,83.6386480212306,86.0875140261106,81.3659699624601,95.959460653775,90.6796753833321,90.3811713100467,81.9726545373579,87.6841249904354,70.1818781051839,75.0584289237425,68.0542522202868
2026-07-27,102.74642901065,110.425703828455,89.6168467892036,79.0675162178418,84.5661233539222,77.237563115281,83.5803592048707,85.2783921332426,98.3249313188958,83.7098630624001,75.9011026725649,84.6159430737628,83.8100856283588,87.4468404963674,85.905227459936,96.2788862614381,89.7294389538893,87.8552289227427,80.494421057673,85.9011063978271,72.4104685312586,77.1472329693002,67.8338179358231
2026-07-28,92.1721870782953,100.967829146935,79.4150519542865,70.9183141565314,77.8758064946949,68.1570553760379,76.5522166554768,77.5169216383002,88.4561771897823,80.0110576653188,68.0525757901837,74.3201710891309,76.913225778923,76.6649862314879,73.6035640600064,87.9477585709001,79.9650899669154,82.4794953061689,70.8892887982128,77.2567039035723,61.4319500690555,66.5185625728796,56.7598220679066
2026-07-29,82.389662842778,98.2443230968322,73.1710816257898,65.6899703093303,82.0864943517087,60.4711392641165,77.896485370052,71.0552312758256,74.5410138297139,72.0365657789839,60.6092276765684,67.8773376737633,75.6962851321531,69.3934770049076,67.8919270788027,82.7748516776668,73.5026794143817,77.926596672413,62.2689194720567,73.0898052751929,55.3932634190337,61.893513076083,50.2962623785187
2026-07-30,82.798571449719,98.0966924087895,74.6363722802324,66.9965798461904,74.0099551108815,57.3080786144067,70.4322802698692,69.0603404128001,69.1813474666349,73.7786718627828,58.4103232613347,66.732550857464,74.7005660679175,66.0671644239923,61.3914387791167,82.9826840053585,75.7084170586583,79.4514188095708,58.9790876542063,72.1762767192505,52.5321582405059,59.5750960639274,47.2779099905466
2026-07-31,89.4782775369278,102.493459337586,81.8456343022698,73.961604985339,88.0778790148218,68.6016697844456,79.4701679974295,78.502881914988,83.6466323278937,80.8588060808481,67.3532757655299,77.3427365662252,81.4521620127188,80.8693992388781,77.3337439160023,92.9173157418999,79.8237648562292,83.3901124512953,70.7116465761451,81.2817783711468,63.2052925088785,76.2484060363793,59.8942096532613
2026-08-03,92.4386604408826,102.061157097863,83.9767648426789,75.493321085504,98.9179009167222,73.4856654872724,85.1656292899921,80.3402447640436,84.7931236475988,80.1165612320201,71.1100194803769,76.8950061791764,83.8847507559504,79.8198453616894,77.4704916139486,88.6934754346293,78.6737271851933,83.5759714433643,71.7360462128489,80.1217499404177,63.8211348573867,71.3111339474649,61.1826586530937
2026-08-04,103.360603980526,109.684723343918,91.202815631505,81.7509677537091,104.374216182794,85.2755253796253,88.5993477634894,88.2919117516721,90.569170449848,87.4879622163467,81.2621096486914,79.6070849717479,83.7947808950296,82.0350977612581,81.0470376056744,90.8360444868872,82.9087642810914,87.1748185531193,75.7398790308605,81.1028611708462,66.4531867313022,72.3573686899039,60.0812249141202
2026-08-05,109.953584139684,112.056067729124,98.5574520162901,83.0112267824099,107.196667531786,104.085085494574,92.8084778282214,92.4039235582007,99.8017477696959,91.8019185004495,79.9663759334701,83.7324049064586,87.2208471150224,85.2786115098037,83.9217742983412,93.3682687395929,89.4667466993497,89.9838373554104,82.6825964642463,84.2623628816495,68.583396660041,75.8985512717177,66.1848454815873
2026-08-06,112.95546374422,111.527781894045,98.1830277122127,85.1278958296053,103.922361102103,99.2637534590393,91.4819142467866,93.8659849097549,95.1443373205002,92.143525658179,81.0135867986037,83.7430537506539,87.6580597743881,80.4962698978312,79.7753135940266,92.2096404361893,86.7504328687417,90.0788283358549,78.9811409361253,81.224848464589,67.4573421031971,71.2282437300182,60.8267469819618
2026-08-07,110.601811791273,108.478623013685,102.971739673282,92.2288815523335,99.7324645884646,106.47985191524,90.2461755616736,91.9782731554953,92.4529859431863,93.5514073797044,87.6628539037493,83.8473581519782,85.964311144491,78.0503339538253,78.4139067439139,88.4553665581123,85.7111374559902,90.8213354202791,79.0266113539905,81.9142802311482,66.1663888950155,70.5555619619791,61.9061735377719
2026-08-10,115.475351101902,107.648936271505,103.849414143329,101.175122856485,107.360566269977,118.692854445175,94.8942057954216,95.4398963346545,98.7683027537995,97.9479004788839,96.5114018926314,91.8172193745645,88.6894676405578,84.9069071725324,86.0119666277364,92.5938150001708,91.1729796016686,94.6106195274825,83.8339472157961,82.6775939165377,71.2127853890051,73.4651859884218,64.6847501880398
2026-08-11,115.822922309303,110.96704348999,103.348000226442,97.4752465120752,107.283433337918,111.382225839255,93.1689604440238,94.2706293462121,96.9263758212898,91.9295513298211,95.7265454577484,94.746090042445,87.9392932841173,88.9143027410063,90.9345649725191,92.8461726292041,87.2341947834932,94.9533968668041,82.1279580575887,82.489548925128,74.5109464848773,75.9017901549262,63.7132467922406
2026-08-12,117.42933717066,110.617648539785,101.554484556274,99.7591184050328,107.980958091475,111.759867291957,97.4081183596834,96.0205429571757,102.639072610359,95.7009735668881,98.1947465587163,95.6895130659266,88.6403938744731,91.8674046166734,91.3967561306383,93.8239065236784,88.4031656654941,92.67630182766,87.1486878803387,85.2313210673318,79.9782369020637,77.9263539120178,67.4793722387007
2026-08-13,118.420934920474,113.490539653811,105.671572625042,101.995947055855,108.58996397612,109.746754954491,99.4540238541949,96.3098412917437,101.545663533464,98.3743552112,101.535036009483,94.1849197816778,91.1033186679863,92.8617038122479,91.8285321810694,94.3176543445245,89.9404866666494,93.128952448785,88.2501292759681,85.7502685150879,80.4073903780622,80.3084577582756,70.7712241998427
2026-08-14,118.134982322344,117.06486879672,104.870903463277,104.68357824565,117.503733054498,105.504454617785,105.085182404847,99.6671755183174,100.584771408378,97.6953304474446,99.8563122634777,92.3569601238298,97.5060155859062,95.8033567156647,91.334968993804,95.2172211723124,91.7485046688989,92.977412978392,87.656672191259,87.6328948553872,79.9928764491426,80.7701245029757,73.4119970646551
2026-08-18,113.419155052397,112.27760860322,103.053486120667,103.563839242736,105.48321010396,102.48360934771,99.8796722571355,94.970909790117,97.2715278727791,95.515655644401,94.5200846070423,91.2770649526421,92.0459709060117,92.0654123318037,89.3012914626322,90.5468958215844,88.1056000659683,87.2474143706911,86.6544894410954,87.3403048078072,76.9493216034823,78.2652583931063,69.8223366576429
2026-08-19,115.112925246614,109.719302944842,105.043911362744,101.039347480494,100.628426902876,99.4723480853564,96.4063530310099,95.9278380033743,95.8129258960582,92.7924925466844,91.4813899578743,88.5560423798975,88.4251322046251,87.9468757995834,86.8307399508414,85.8860549961403,85.7615841445616,84.6921801218171,84.4581572129369,83.9061637528542,75.2234058736098,72.6877237769448,67.1451008424513
